timestamp,Basel Temperature [2 m elevation corrected],Basel Temperature [2 m elevation corrected],Basel Temperature [2 m elevation corrected],Basel Relative Humidity [2 m],Basel Relative Humidity [2 m],Basel Relative Humidity [2 m],Basel Mean Sea Level Pressure [MSL],Basel Mean Sea Level Pressure [MSL],Basel Mean Sea Level Pressure [MSL],Basel Precipitation Total,Basel Snowfall Amount,Basel Cloud Cover Total,Basel Cloud Cover High [high cld lay],Basel Cloud Cover Medium [mid cld lay],Basel Cloud Cover Low [low cld lay],Basel Sunshine Duration,Basel Shortwave Radiation,Basel Direct Shortwave Radiation,Basel Diffuse Shortwave Radiation,Basel Wind Gust,Basel Wind Gust,Basel Wind Gust,Basel Wind Speed [10 m],Basel Wind Speed [10 m],Basel Wind Speed [10 m],Basel Wind Direction Dominant [10 m],Basel Wind Speed [80 m],Basel Wind Speed [80 m],Basel Wind Speed [80 m],Basel Wind Direction Dominant [80 m]
20150903T0000,12.560529,19.65053,16.785944,48,82,66.166664,1013.7,1016.4,1015.02075,0.4,0,61.083332,6.0416665,23.625,47.208332,317.4287,4058.4,2543.2898,1515.11,4.32,18,12.509998,0.5091169,10.163227,6.439671,261.55963,0.71999997,15.546833,8.024068,275.1611
20150904T0000,13.030529,21.000528,16.408865,36,70,56.25,1014.9,1017.5,1016.26263,0,0,65.875,0,0,65.875,435.95746,5114.8296,3192.7454,1922.0845,4.68,24.84,14.325,0,16.343367,7.8988705,303.11136,0.35999998,25.699057,8.583774,324.5381
20150905T0000,11.440529,18.23053,14.678864,43,77,60.666668,1016.5,1020.2,1018.0083,0,0,57.25,2,1.9166666,57.25,439.14893,4897.6704,3308.7925,1588.8773,10.08,21.599998,17.265,1.8,18.278645,10.107236,300.8103,0.35999998,20.780453,12.989625,306.53534
20150906T0000,9.820529,16.580528,13.331363,45,90,62.875,1020.5,1026.2,1023.5374,1,0,87.958336,0,0,87.958336,60,4113.58,2442.832,1670.7479,9.36,24.119999,16.185,6.28713,16.548256,11.889087,318.2705,6.9153743,21.67487,15.781125,314.80176
20150907T0000,8.410529,18.64053,13.627196,45,77,61.333332,1024.6,1027.5,1026.0375,0,0,31.166666,0,0,31.166666,755.145,5841.96,3627.6523,2214.3076,1.8,23.4,12.81,0.8049845,19.08,8.382539,8.232468,0.35999998,22.963936,11.03574,11.83931
20150908T0000,8.880529,22.010529,14.968028,41,86,65.708336,1019.5,1026,1022.9167,0,0,3.8333333,0,0,3.8333333,725.5882,5532.24,3450.0793,2082.1606,7.92,21.599998,13.47,0.8049845,12.661564,7.0705867,85.79235,0.35999998,23.319553,9.286716,76.56273
20150909T0000,7.8505287,21.940529,14.734277,40,79,62.166668,1017.5,1021.8,1019.62915,0,0,1.25,0,0,1.25,760.3511,5665.74,3512.7168,2153.0227,6.8399997,34.2,18.57,0.35999998,19.914217,9.984981,100.30484,0.35999998,29.738703,13.06442,97.92015
20150910T0000,7.7705283,20.920528,14.372613,41,80,62,1015.8,1019.9,1017.91675,0,0,17.75,0,17.75,0,537.0427,5675.53,3513.3174,2162.213,2.16,26.28,12.150001,1.08,18.709612,9.108296,100.77484,0.8049845,25.006397,11.823173,94.814354
20150911T0000,8.970529,23.420528,16.133865,38,78,60.083332,1015,1017.7,1016.2458,0.2,0,27.666666,2.5833333,16,18.25,576.72906,5443.24,3393.4521,2049.7878,6.4799995,22.68,14.7,0.5091169,12.758432,7.507923,118.93824,0.5091169,28.533264,11.747421,119.68483
20150912T0000,13.920529,27.490528,19.747194,32,92,61.791668,1012.8,1017,1015.1956,3.5,0,76.47083,16.75,31.708334,70.958336,240.44681,4484.71,2883.7668,1600.9427,6.8399997,37.079998,21.99,2.16,19.174856,11.230199,142.17012,2.8799999,24.606731,13.555103,167.22528
20150913T0000,15.010529,25.780529,19.84761,45,94,73.25,1005.6,1016.8,1011.09174,1.1,0,65.112495,53.125,63.208332,48.625,442.23633,4429.5303,2677.9326,1751.5973,3.2399998,33.839996,17.295,3.9763298,23.83624,11.53198,120.99806,3.9763298,25.277025,13.806309,130.25348
20150914T0000,12.990529,21.70053,17.164278,45,94,71.625,1004.3,1010.9,1006.9375,11.500001,0,95.083336,34.291668,95.083336,56.208332,58.840427,2687.8,1255.342,1432.4576,6.12,44.639996,26.205,1.0182338,27.210379,12.614773,234.68236,2.8116899,32.10667,16.81474,237.98102
20150915T0000,10.000529,19.490528,15.185112,45,78,63.75,1005.6,1012,1009.6792,0,0,91.958336,63.583332,76.833336,58.75,0,2107.52,562.84674,1544.6731,15.4800005,37.44,26.054998,5.0528407,14.973576,8.9789505,173.837,5.4833565,25.932495,13.623553,194.60674
20150916T0000,14.3005295,26.860529,18.82678,43,74,65.291664,997.3,1004.7,1000.4749,0.6,0,75.28333,67.625,62.75,59.333332,216.91858,2056.7898,892.53125,1164.2588,0.71999997,46.44,30.15,6.130579,23.710857,15.47206,136.6769,7.24486,36.674088,22.588373,139.47975
20150917T0000,12.8005295,20.410528,16.026363,43,97,73.958336,999.2,1014.1,1006.05414,40,0,71.666664,2.875,68.916664,64.25,155.75958,1123.1799,443.41833,679.7616,5.7599998,46.8,27.059998,2.5959969,20.892412,11.98944,196.51666,1.08,29.795301,16.39017,225.31395
20150918T0000,9.910529,19.71053,14.852612,46,85,67.625,1014.5,1020.6,1017.8833,0.7,0,39.916668,0,11.833333,36.416668,348.69858,4219.4897,2443.3984,1776.0914,2.52,18.72,12.599999,0.71999997,9.255571,6.346155,204.85843,1.08,9.793059,6.002995,243.01675
20150919T0000,10.530529,16.30053,13.865947,67,83,73.333336,1020.8,1025.3,1022.7,0.70000005,0,62.75,0,14.666667,60,329.26596,3074.9502,1420.7728,1654.177,2.8799999,18.359999,13.994999,3.4152596,15.827721,9.61295,265.09338,2.0364676,19.164719,11.640939,270.16852
20150920T0000,10.400529,18.06053,13.646778,54,91,75.625,1022,1025.7,1023.91656,0,0,37.604168,2.375,0.20833333,37.041668,473.1671,4590.6196,2871.131,1719.4889,1.8,15.4800005,8.775,0.35999998,15.84,6.4471965,345.74152,0,18.36353,8.911549,352.295
20150921T0000,7.7505283,20.410528,14.215114,49,96,72.416664,1011.4,1021.8,1016.7625,0,0,16.391666,14.166667,2.5833333,15.916667,701.6122,5095.25,3116.8108,1978.4393,2.16,18.359999,11.370002,0.71999997,9.028754,4.085937,97.77763,2.2768397,9.114471,5.143807,100.46917
20150922T0000,12.080529,19.45053,15.303031,50,81,68.875,1004.6,1011.2,1007.4167,1,0,91.237495,70.5,90.416664,53.416668,24.893618,2065.6897,806.8636,1258.8263,10.799999,37.44,24.300001,0.35999998,27.416782,11.204186,256.40448,2.5455842,33.353954,15.020733,260.61136
20150923T0000,9.190529,14.330529,11.879695,64,82,73.75,1007.1,1017.9,1012.12915,0.70000005,0,59.875,4.7916665,34.416668,54.875,401.31204,3440.7393,1931.5077,1509.2323,15.119999,34.92,25.214998,10.00256,29.162226,18.250488,268.47183,18.1041,33.841915,24.56321,269.67093
20150924T0000,10.900529,18.72053,14.190114,47,84,67.208336,1018.1,1021,1019.4001,0.5,0,48.19167,5.2083335,0.041666668,47.125,538.4113,4753.4897,2903.9226,1849.5674,3.6,15.4800005,9.989998,1.2979984,9.107359,6.560524,193.14487,1.1384199,16.808569,9.790405,223.6755
20150925T0000,9.390529,19.80053,14.313029,51,84,68.708336,1019.8,1022,1021.0584,0,0,13.079167,22.166666,0,6.6666665,665.01526,4840.71,2947.7017,1893.0084,3.96,22.319998,9.99,3.0547013,12.144331,7.125555,42.585327,2.3051248,19.469975,10.739316,61.61538
20150926T0000,10.600529,20.47053,14.750529,49,95,74.958336,1019.9,1022.9,1021.27496,0,0,37.312496,15.291667,0,35.75,396.4574,4341.42,2699.0913,1642.3285,3.2399998,16.199999,12.089999,0.35999998,16.645864,7.478308,47.373596,3.319036,18.681883,9.334924,45.222076
20150927T0000,7.3605285,19.180529,12.813029,43,94,70.041664,1022.9,1028.5,1024.9125,0,0,28.633333,11.791667,0,26.958334,539.3112,4516.75,2783.994,1732.7562,8.64,30.599998,17.699999,2.16,25.812277,12.065155,76.39252,1.1384199,28.357857,15.078964,76.791275
20150928T0000,3.8005285,17.680529,10.823029,39,94,66.791664,1028,1031.4,1029.4917,0,0,28.958334,0,0,28.958334,513.3906,4653.81,2830.4685,1823.3417,5.7599998,33.839996,24.045,3.8773184,24.993439,13.030896,63.43495,0.71999997,29.09103,16.339367,72.12518
20150929T0000,3.0905285,17.89053,11.32428,41,93,62.125,1025.4,1029.9,1027.3999,0,0,15.533334,3.5,0,15.083333,608.5897,4675.1694,2837.5708,1837.5992,16.56,34.2,25.11,2.3051248,27.44513,15.175748,72.41068,1.609969,32.112724,20.574327,78.45233
20150930T0000,4.9505286,18.15053,11.288029,42,90,65.208336,1025.1,1028.1,1026.6375,0,0,5,0,0,5,679.95245,4608.42,2790.024,1818.3961,2.52,27.359999,13.919999,0.35999998,22.346113,8.482729,71.87071,1.1384199,27.117346,12.4500265,78.33044
20151001T0000,3.9505286,17.70053,10.252195,47,89,69,1022.9,1028,1025.4957,0,0,2.1833334,1.1666666,0,1.8333334,691.5444,4536.33,2743.374,1792.9563,7.5599995,26.64,14.3550005,1.08,14.685176,6.7389216,69.373436,1.08,21.2522,9.671327,73.340576
20151002T0000,6.040529,19.45053,12.505112,48,92,72.083336,1018.2,1025.9,1022.0249,0,0,18.062498,13.875,15.583333,0.5416667,649.89636,4417.07,2666.6602,1750.4095,3.2399998,16.199999,10.0199995,0.8049845,13.797913,6.2027564,62.801872,0.71999997,16.394829,8.1684265,70.93082
20151003T0000,10.780529,20.54053,15.506362,54,88,70.875,1014.9,1017.8,1016.4001,0,0,53.400005,24.5,53.25,13.375,449.4601,4086.88,2472.3616,1614.5184,2.52,15.119999,9.69,1.9386592,10.853866,5.4422574,102.454346,2.16,18.214718,8.1182165,122.5857
20151004T0000,11.210529,17.780529,14.276779,57,96,72.916664,1016.1,1021,1018.2874,3.8000002,0,54.61667,35.25,50.75,34.75,471.62552,4052.17,2470.4485,1581.7212,6.12,22.319998,11.579999,0.5091169,11.440979,5.743096,150.88385,1.609969,20.326454,8.78851,189.59314
20151005T0000,10.020529,21.750528,15.544696,43,87,72.25,1010.2,1017.4,1013.7209,4.2,0,95.208336,61.625,87,54.375,32.553192,2478.65,1345.0284,1133.6216,10.440001,30.960001,18.87,9.021574,18.626305,13.403228,127.846054,7.754637,27.026386,18.658207,136.41692
20151006T0000,12.590529,23.79053,17.105112,51,94,80.458336,1003.9,1010.1,1007.82495,10.2,0,75.54583,56.333332,72.375,40.333332,152.37688,2657.5398,1564.124,1093.4158,8.64,39.6,18.33,5.815978,23.535301,11.799519,142.85837,4.5820518,29.627363,14.586692,161.78712
20151007T0000,13.120529,17.500528,14.682197,55,84,72.583336,1009.6,1019.1,1014.50836,0,0,43.225002,6.5833335,15.291667,32.916668,346.71738,3381.11,2124.2485,1256.8615,10.440001,29.88,23.43,4.829907,24.609364,15.965762,260.1318,10.08,29.834423,22.326342,261.98126
20151008T0000,10.820529,16.97053,13.295114,54,81,68.583336,1018.6,1021.3,1019.97906,0,0,49.987503,15.125,3.6666667,46.583332,392.53137,3527.0698,2160.183,1366.887,2.52,21.24,9.195,0.8049845,10.661107,5.1483207,326.83905,1.0182338,21.791153,6.937163,337.30844
20151009T0000,9.420529,18.32053,13.254697,59,90,77.166664,1017.1,1021.6,1019.3167,0,0,22.15,17.75,8.375,15.708333,581.6425,3940.0298,2361.772,1578.2583,1.8,13.32,7.4549994,0.5091169,7.42159,3.223285,316.14575,1.08,13.627795,3.7224808,54.360184
20151010T0000,8.440529,17.62053,11.917613,59,96,82.541664,1011.9,1019,1015.9001,0,0,48.25,0,0,48.25,256.62872,2910.2998,1800.4365,1109.8633,4.32,19.8,12.240001,0.71999997,11.304229,4.919415,19.617859,1.1384199,19.09358,6.309004,53.812904
20151011T0000,6.8405285,17.030529,11.265945,54,95,78.125,1010,1013.4,1012.0125,0,0,54.408337,14.708333,11.583333,42.75,267.4468,3310.7998,2133.0667,1177.7333,9.36,24.48,16.65,2.5959969,18.391735,8.85492,64.27132,2.5959969,24.850431,11.548187,76.02532
20151012T0000,4.5905285,15.010529,9.979695,56,89,70.208336,1012.4,1015.5,1014.26666,0,0,54.925,44.75,46,10.25,210.33139,3775.3801,2253.044,1522.3362,6.4799995,18,11.625,0.35999998,12.24,6.221991,16.821411,1.08,16.1198,7.7857804,23.688751
20151013T0000,5.9905286,14.030529,9.836779,47,86,69.041664,1012.7,1017.1,1014.5832,0,0,39.2,5.3333335,26.041666,33.958332,316.58334,2645.0803,1355.5405,1289.5394,1.4399999,28.08,13.694999,0,24.216522,9.453309,281.23108,0.35999998,29.44307,12.163606,281.01776
20151014T0000,3.1005285,9.580529,6.401362,61,84,73.458336,1013.8,1017,1015.3501,0,0,52.25,0,0,52.25,275.40427,3408.6997,2070.9915,1337.7086,12.24,23.039999,16.394997,8.209263,20.211363,13.486542,308.0647,11.269782,25.40743,17.672823,307.54242
20151015T0000,3.0105286,8.580529,5.340112,71,93,83,1013.3,1016.2,1014.30835,6.5,0,98.75,0,54.791668,98.75,0,1687.44,811.4455,875.99445,8.28,18.72,13.890002,7.5685663,16.09969,12.305409,332.9508,9.422101,19.813087,15.547257,339.0818
20151016T0000,3.8805285,10.840529,6.9346957,48,94,72.958336,1016.6,1019.2,1018.0249,0,0,63.833332,0,33.583332,55.375,295.62094,3269.86,2022.992,1246.868,3.96,15.84,8.114999,1.8,7.386582,4.5219197,302.58954,2.6208394,13.237039,6.446232,323.7384
20151017T0000,3.9105287,11.220529,7.2271957,52,81,68.375,1017.6,1019.8,1018.6582,0,0,46.041668,1.125,45.666668,42.041668,282.10992,2644.19,1461.5497,1182.6401,1.08,17.28,6.389999,1.8,7.7879906,5.152645,101.30993,1.5273507,10.495713,5.516668,80.537674
20151018T0000,7.0005283,12.470529,8.915529,61,86,77.083336,1016.3,1018.7,1017.46246,0.2,0,79.208336,0,60.458332,73.833336,268.47855,2626.39,1484.3025,1142.0875,4.32,21.96,10.695,2.1897945,15.042659,7.974361,95.60453,3.4152596,18.86139,10.593593,100.01353
20151019T0000,4.3305287,11.650529,7.837612,60,87,73.375,1018.8,1021,1019.95844,0,0,33.375,0,0,33.375,474.0007,3480.79,2057.9885,1422.8015,2.8799999,24.84,10.245,0.35999998,11.298495,5.9105096,68.29946,0,22.450264,7.331906,78.45074
20151020T0000,1.6305287,13.030529,6.862613,54,94,78.25,1020.1,1023.4,1021.7417,0,0,52.416668,0.33333334,0,52.416668,336.383,3352.63,1986.6812,1365.9487,3.2399998,22.319998,14.43,0.35999998,18.03237,6.445532,357.024,1.08,23.233253,9.211497,11.41214
20151021T0000,6.9605284,13.0505295,9.856363,60,82,70.708336,1018.8,1022.7,1020.67926,0,0,70.88334,17.041666,20.958334,49.625,291.4468,3332.1602,1975.9819,1356.178,4.68,14.759999,10.365001,1.5273507,14.578888,7.030115,352.38257,2.52,15.596767,9.274428,4.429535
20151022T0000,7.1005287,12.320529,9.81303,63,90,76.458336,1018,1023.3,1019.76263,0.1,0,89.49583,8.458333,46.583332,83.333336,0,1249.5599,430.50775,819.05225,7.2,22.68,14.22,3.396233,15.158522,9.3717785,252.40758,1.9386592,18.448023,11.056004,265.84747
20151023T0000,9.530529,16.350529,11.847611,64,90,79.333336,1021.5,1025.8,1023.57513,0.1,0,63.533337,0.6666667,0,63.333332,252.93759,2489.3298,1388.3041,1101.0259,1.08,21.24,8.7,0,10.823973,4.546516,198.43494,1.08,16.75064,7.43508,199.29007
20151024T0000,5.9105287,20.12053,12.970944,54,95,73.333336,1017.4,1022.5,1019.8875,0,0,56.537502,64.75,52.75,0.083333336,123.746895,2823.08,1713.0388,1110.0411,3.2399998,22.319998,14.415,0.5091169,14.118243,8.541598,116.058014,2.52,24.079666,13.390636,127.662254
20151025T0000,11.500529,17.770529,14.635112,56,88,72.625,1020.5,1024.1,1022.90424,0.4,0,50.895832,26.541666,42.25,29.625,410.03616,3017.0999,1777.9156,1239.1843,9,18.359999,13.035001,2.16,13.324863,6.6587176,298.951,1.2979984,19.211996,9.642461,291.3828
20151026T0000,8.080529,17.660528,12.473443,57,94,78.625,1016.8,1022.3,1019.25006,0,0,14,0,0,14,618.2756,3121.23,1829.3177,1291.9121,2.16,14.759999,7.7399993,0.5091169,14.48972,4.713427,96.12692,1.1384199,18.709612,7.6357064,109.39334
20151027T0000,8.780529,17.57053,12.588448,48,94,75,1014,1018.1,1016.19995,0,0,17.083334,14.125,16.375,0.7083333,549.1826,3115.89,1822.8523,1293.0377,2.8799999,14.04,7.2899995,2.16,11.019764,7.766625,110.62471,6.12,24.633049,13.143489,116.22927
20151028T0000,10.480529,19.71053,14.146362,53,93,68.666664,1008.9,1014.5,1012.22504,9.6,0,65.51666,59,59.291668,42.833332,435.73758,3053.5898,1784.7365,1268.8535,2.8799999,20.880001,11.13,3.0758414,19.083395,10.947114,99.31708,1.8,28.533264,15.71065,113.31771
20151029T0000,9.440529,15.480529,12.250946,64,88,78.541664,1014.9,1022,1018.52496,1.4,0,52.374996,32.041668,34.708332,51.25,416.68588,2795.49,1656.8386,1138.6512,3.2399998,29.519999,14.009997,2.968636,20.188908,9.250691,253.46518,2.1897945,25.929996,13.552768,249.67686
20151030T0000,7.9705286,16.98053,11.252612,61,93,81,1022.3,1024.8,1023.8125,0,0,26.620834,18.5,0.9583333,21.458334,480.26083,2962.8098,1728.9089,1233.9012,9.36,25.919998,17.88,8.373386,22.553936,12.723141,116.99469,10.948973,26.302181,20.107462,116.1602
20151031T0000,8.650529,16.860529,11.893028,60,97,81.125,1023.9,1028.5,1025.1166,0,0,19.045834,0.29166666,0,18.958334,578.2445,2930.7698,1706.4467,1224.3234,6.12,21.24,13.409997,3.319036,18.057508,10.072319,112.640305,6.162207,23.18579,16.616407,116.92018
20151101T0000,6.4905286,16.21053,10.929278,56,97,82.5,1028.4,1031.4,1029.6666,0,0,27.5,0,0,27.5,494.55,2904.96,1689.7014,1215.2587,2.52,14.4,7.365,0.5091169,7.289444,4.2791204,86.0995,1.8,14.186923,7.262951,108.76486
20151102T0000,3.9805286,15.170529,9.803863,48,90,71.375,1025.8,1030.7,1028.3501,0,0,0,0,0,0,600.11664,2884.49,1675.6555,1208.8345,1.8,18.72,8.264999,0,9.085988,5.481081,116.709,0.35999998,23.4,11.739894,122.92726
20151103T0000,3.4405286,14.880529,9.988862,50,89,68.416664,1020.7,1025.8,1022.92914,0,0,35.0125,37.125,32.708332,12.875,176.0509,2058.5698,1194.4198,864.15015,6.4799995,19.44,12.240001,1.2979984,12.324414,8.835721,112.95874,0.8049845,30.972555,17.490284,120.06859
20151104T0000,8.960529,18.46053,12.88303,53,80,70.166664,1020.4,1022.8,1021.57513,0,0,38.429165,8.041667,4.25,33.708332,456.28687,2731.41,1582.7324,1148.6775,3.96,14.759999,8.009999,4.0249224,12.0694,7.9244123,105.20594,6.924738,24.651457,13.162175,114.895805
20151105T0000,10.320529,18.410528,12.850945,52,82,66.875,1020.6,1023.7,1022.1167,0,0,12.870833,16.166666,11.333333,0,589.4844,2682.4602,1552.5372,1129.9226,1.8,20.519999,7.9500003,3.671294,11.525623,7.504193,122.77908,3.2399998,22.691423,11.489451,129.33356
20151106T0000,9.0505295,20.05053,14.036362,60,85,70.625,1022.9,1026.7,1024.75,0,0,24.916666,17.166666,18.833334,6.625,520.85077,2670,1542.6422,1127.3575,2.52,22.319998,12.285,3.4152596,18.35647,7.92648,195.55457,3.319036,20.833395,10.296504,222.93619
20151107T0000,13.390529,21.04053,16.571363,63,91,76.375,1025.7,1028,1026.975,0.2,0,61.97916,57.791668,39,55.041668,328.3319,2194.74,1280.3419,914.39777,3.2399998,18.72,9.63,1.2979984,8.557102,5.4222755,142.77763,1.08,13.479583,6.9894013,196.4293
20151108T0000,13.190529,21.270529,16.042614,41,91,69.833336,1025.8,1029.8,1028.0084,0,0,8.758333,20.166666,4.375,0,540.65985,2631.7297,1517.0505,1114.6794,4.68,20.519999,11.82,4.379589,14.021525,8.780733,130.64809,0.71999997,23.166216,10.348784,133.27682
20151109T0000,11.910529,19.89053,15.340112,46,89,67.958336,1026.6,1030.9,1028.3834,0,0,9.908333,17,4.1666665,1.2916666,481.0108,2537.39,1461.1194,1076.2708,14.4,31.319998,23.13,1.1384199,23.441502,11.124801,257.9387,2.2768397,26.987997,15.501735,265.14978
20151110T0000,7.4105287,15.530529,12.404695,59,91,79.583336,1027.1,1031.3,1029.575,0,0,29.649996,20.125,0,25,557.28235,2542.73,1462.8082,1079.9216,5.04,25.199999,16.319998,1.484318,15.328561,8.095668,253.60333,1.0182338,17.643673,12.903152,262.4148
20151111T0000,5.0105286,14.990529,9.538446,19,88,56.25,1025.4,1030.2,1027.8666,0,0,2.025,6.75,0,0,563.55145,2554.2998,1468.0013,1086.2986,1.08,21.96,11.115001,0,9.0645685,5.4256873,158.71056,1.5273507,11.966954,5.8054156,233.20236
20151112T0000,8.010529,14.650529,10.564279,49,81,68.583336,1024.6,1028.7,1026.7084,0,0,12.3625,14.75,10.541667,0,495.42337,2482.21,1424.7999,1057.4098,1.4399999,21.96,8.429999,3.5455887,11.753876,6.888222,123.92552,0.71999997,26.596178,10.181858,117.20164
20151113T0000,8.250529,15.590529,11.453862,59,81,71.375,1024.8,1030.8,1026.8834,0,0,68.875,37.166668,60.208332,13.5,171.24469,2033.65,1225.0892,808.5606,5.3999996,34.56,21.705,3.219938,18.72346,10.817248,251.43591,2.968636,28.442278,14.441845,251.7759
20151114T0000,6.3005285,12.190529,9.903445,53,93,72.583336,1028.4,1034.5,1031.596,0,0,54.7375,47.083332,34.625,48.166668,335.08755,2401.22,1376.5426,1024.6775,18,32.039997,22.604998,6.638072,21.077686,12.036719,275.754,12.413476,32.136932,17.855022,278.58362
20151115T0000,8.910529,17.830528,12.52053,32,68,50.041668,1021.1,1028.2,1023.8625,0,0,42.020836,53.166668,37.666668,26.5,413.71368,2341.5898,1339.887,1001.70306,18.72,38.88,28.770002,6.5693827,25.959969,12.92162,250.0719,11.966953,30.676142,19.473694,253.42548
20151116T0000,7.7705283,16.920528,11.241363,40,75,55.166668,1019.2,1022.5,1020.52075,0,0,6.0874996,20.291666,0,0,517.4613,2391.4302,1366.7782,1024.6519,10.799999,28.44,21.105,2.0364676,13.849476,8.129729,208.43393,0.8049845,17.068707,10.457942,243.84021
20151117T0000,7.1205287,16.40053,12.46428,53,79,68.833336,1017.9,1021.3,1019.23334,0,0,70.566666,75.791664,62.583332,30.666666,196.92517,1516.5599,807.5913,708.9686,22.319998,43.92,33.734997,5.95906,29.168886,17.554052,242.99188,11.165805,35.88822,25.24254,247.64978
20151118T0000,9.810529,16.080528,13.26761,56,84,72.916664,1018.1,1024.8,1022.30426,0.2,0,23.425001,4.0833335,3.4583333,20.083334,446.41312,1988.2599,1185.9436,802.31616,23.759998,43.56,32.91,10.703569,28.385262,20.049973,259.5166,19.803272,38.521683,27.518898,259.01044
20151119T0000,10.420529,16.46053,13.53886,59,80,69.625,1018.8,1023.4,1021.9084,0,0,28.591665,41.458332,16.125,10.833333,429.55524,2162.7002,1232.7726,929.92725,27,47.16,37.859997,13.783817,31.212229,23.571732,247.1483,23.708124,40.732533,32.82017,246.8888
20151120T0000,7.8205285,15.790529,13.904279,61,94,78.583336,999.5,1019.2,1010.44995,20.6,0,96.708336,91.375,96.625,75.791664,13.205851,753.82996,281.0638,472.76617,38.16,68.4,54.855,27.103,47.70645,36.609306,252.45827,34.247337,60.1103,47.164974,252.94998
20151121T0000,1.2405287,6.8305287,4.790946,69,94,80.083336,996.9,1002.7,1000.2126,10.200001,0,82.958336,25,59.208332,71.041664,64.46809,1312.75,738.9967,573.7533,11.159999,38.519997,23.534998,7.928177,32.335934,17.595821,277.33655,7.386582,39.640884,21.814417,278.09857
20151122T0000,1.2105286,4.5705285,2.3442786,63,91,80.916664,1001.1,1015.7,1007.82495,1.2,0.84000003,75.041664,0,27.25,70.5,234.59009,938.06,469.4735,468.58646,14.759999,32.399998,22.064997,7.5170207,27.532352,16.71967,285.56903,10.239453,33.37338,20.447533,286.71674
20151123T0000,-0.14947134,4.2105284,1.6546954,71,96,84.5,1015.6,1027.5,1022,7.5999994,5.32,47.875,0,8.958333,47.875,432.8603,2142.23,1216.7236,925.5063,1.8,24.48,11.009998,2.4149535,18.532133,8.440421,289.91458,3.7064266,22.81957,10.19052,295.76587
20151124T0000,-0.93947136,6.040529,2.0009453,54,91,74.208336,1016.7,1027.5,1023.49164,0,0,45.916668,27.916666,45.041668,25,191.88875,2079.93,1181.5293,898.40063,3.96,39.239998,14.534999,0.71999997,23.006226,9.070258,230.30963,0.35999998,32.15507,11.8352995,229.57391
20151125T0000,3.2405286,7.1905284,4.995112,66,90,78.416664,1004.9,1015.8,1009.1667,3.5,0,92.958336,0,57.916668,90.583336,18.510641,1069.78,635.4022,434.37775,19.44,42.839996,32.099995,15.893093,40.373,26.519506,254.26286,22.180206,48.418327,33.261456,255.01755
20151126T0000,3.3105285,5.7805285,4.3321958,76,91,85.625,1009.3,1021.3,1015.13324,0.3,0,100,0,13.625,100,0,1597.5499,932.83405,664.71606,6.12,23.759998,18.54,4.32,23.241617,13.81286,335.42572,4.2136917,26.111792,16.820997,337.98547
20151127T0000,-0.75947136,4.6405287,2.297612,72,94,81.958336,1016.6,1022,1019.49585,0,0,22.75,0,0,22.75,492.15143,2040.77,1155.8425,884.92737,2.16,18.72,10.2300005,0.8049845,8.4963045,4.6435,60.07785,2.1897945,13.004921,6.8744755,72.713684
20151128T0000,-0.41947132,5.9905286,2.7513618,72,92,82.583336,1012.8,1024.5,1018.06665,5.4,0,53.333332,2.6666667,33.75,43.75,252.81702,910.47,510.53293,399.93704,8.64,35.64,22.065,3.2399998,29.655787,14.911804,262.26105,3.7585104,35.309376,20.697336,265.49927
20151129T0000,2.6805286,10.120529,6.6034455,71,80,74.583336,1021.7,1025.6,1023.1792,0,0,71.65,58.958332,68.416664,41.541668,34.44736,961.2,506.1887,455.0113,28.8,57.96,48.210003,18.472595,47.044434,36.073902,240.88199,29.142216,57.24453,46.266117,242.2922
20151130T0000,8.600529,11.970529,9.954697,69,80,74.916664,1025.1,1028.4,1026.6876,0,0,70.23333,25.5,62.125,54.166668,329.6794,1949.1,1101.8595,847.2405,46.079998,59.039997,53.01,33.818928,48.80092,40.547516,249.11342,43.037693,61.307903,51.1909,249.379
20151201T0000,7.8605285,12.040529,9.861778,69,86,76.125,1026.5,1032.3,1029.3583,0,0,87.166664,8.916667,40.833332,67.375,0,783.19995,345.41116,437.7888,18.359999,53.28,37.080006,8.891343,38.48129,25.805893,251.6817,17.309973,50.546356,35.030605,253.329
20151202T0000,6.3605285,11.590529,8.289696,69,97,82.125,1028.9,1032.3,1030.6459,0,0,42.891666,0.33333334,0,42.791668,282.26666,1728.38,976.4565,751.92346,1.8,18.359999,7.694999,2.5455842,10.495713,6.834185,126.90251,2.2768397,16.516901,9.41281,115.781876
20151203T0000,3.7805285,10.3005295,6.0605297,28,96,81.958336,1029.5,1032.7,1031.1752,0,0,48.379166,6.8333335,0,47.291668,401.91666,1877.01,1059.7007,817.30927,1.8,12.959999,5.1899996,2.5455842,10.787993,6.541696,123.439865,2.9024127,20.674156,8.949034,125.07186
20151204T0000,4.5705285,8.900529,6.571362,31,94,63.416668,1030.4,1036.9,1033.171,0.1,0,60.170834,44.125,40.875,50.75,1.6442553,894.44995,454.4708,439.97913,4.32,23.759998,13.709999,1.609969,9.422101,6.6783557,122.57405,2.3051248,15.2947035,9.357121,134.48383
